SponsorID|SponsorTypes|SponsorName
GM02897|C|INDIAN CNCL OF FOREST RES AND EDUCATION
GM02898|C|PETROBRAS PETROLEO BRASILEIRO
GM02899|C|OTICON FOU
GM029|C|AMER HOME PRODS WYETH AYERST LABS INC
GM0290|C|MELVILLE CORP MARSHALLS INC
GM02900|C|INTL CONTINENTL SCI DRILL PROG
GM02901|C|ECUADORIAN PASSION FRUIT PROC
GM02902|C|FOU FOR RES|C| SCIENCE AND TECH
GM02903|C|OTTAWA HOSP RESEARCH INST
GM02904|C|INST OF INTL EDU BRAZIL
GM02905|C|MIDDLE EAST DESALINATION RES C
GM02906|C|AGMARDT
GM02907|C|INTL FOU FOR SCIENCE
GM02908|C|ESCUELA AGRICOLA PANAMERICANA
GM02909|C|ROYAL INST OF TECH STOCKHOLM
GM0291|C|MERCK AND COMPANY INC
GM02910|C|UNIV OF BRITISH COLUMBIA
GM02911|C|UNIV OF LONDON
GM02912|C|LAVAL UNIVERSITY
GM02913|C|MCMASTER UNIV
GM02914|C|UNIV OF CALGARY
GM02915|C|SHOWA UNIV OF JAPAN
GM02916|C|UNIV OF EAST ANGLIA
GM02917|C|INSEAD
GM02918|C|AMER SCH OF CLASSICAL STUDIES
GM02919|C|UNIV OF CHILE
GM0292|C|MERCK AND COMPANY INC RES LAB
GM02920|C|BAUMAN MOSCOW STATE TECH UNIV
GM02921|C|KEELE UNIV
GM02922|C|UNIV OF ASMARA
GM02923|C|DALHOUSIE UNIV
GM02924|C|UNIV OF SIEGEN
GM02925|C|UNIVERSIDAD CATOLICA ANDRES BE
GM02926|C|MULTIPLE FOREIGN SPONSORS
GM02927|C|WATER MANAGEMENT DISTRICTS
GM02928|C|FL DEPT OF BANKING & FINANCE
GM02929|C|FL DEPT OF AG AND CONSUMER SER
GM0293|C|MERCK SHARP & DOHME
GM02930|C|FL DEPT OF AG AND CON SER FORESTRY
GM02931|C|FL DEPT OF AG AND CON SER PLANT INDUSTRY
GM02932|C|FL DEPT OF AG AND CON SERV AG ENV SVC
GM02933|C|FL DEPT OF AG CITRUS PROD RES ADVS CNCL
GM02934|C|FL DEPT OF COMMUNITY AFFAIRS
GM02935|C|FL DEPT OF COMMUNITY AFF HOUSING COM DEV
GM02936|C|FL  ENERGY OFFICE
GM02937|C|FL DEPT OF COMM AFF DIV OF EMERG MGMT
GM02938|C|FL DEPT OF COMMUNITY AFFAIRS COASTAL MGM
GM02939|C|FL DEPT OF EDUCATION
GM0294|C|MERCK COMPANY FOU
GM02940|C|FL DEPT OF EDUCATION BLDG CONSTRUCTION
GM02941|C|FL DEPT OF EDUCATION BUR OF VOCATIONAL
GM02942|C|FL DEPT OF EDUCATION FL LEARN AND SERVE
GM02943|C|FL DEPT OF BUS AND PROF REGULATION
GM02944|C|FL DEPT OF BUS PROF REG REAL ESTATE COM
GM02945|C|FL DEPT OF BUS PROF REG PARI-MUTUEL WAG
GM02946|C|FL STATE UNIVERSITY SYSTEM
GM02947|C|FL COMMUNITY HOSPITAL EDUCATION CNCL
GM02948|C|FL CTR FOR SOLID & HAZARD WASTE
GM02949|C|STATE COMMUNITY COLLEGES
GM0295|C|MEROCEL CORP
GM02950|C|CENTRAL FL COMMUNITY COLLEGE
GM02951|C|MIAMI DADE COMMUNITY COLLEGE
GM02952|C|SANTA FE COLLEGE
GM02953|C|VALENCIA COMMUNITY COLLEGE
GM02954|C|MULTIPLE COMMUNITY COLLEGES
GM02955|C|DEPT OF HLTH & REHAB SERVICE
GM02956|C|DEPT OF ENVIRONMENTAL REGULAT
GM02957|C|FL DEPT OF ENVIRONMENTAL PROTECT
GM02958|C|FL DEPT OF ENV PROTECT DIV OF STATE LAND
GM02959|C|FL DEPT OF ENV PROT BUR OF BCHES COAST
GM0296|C|METAGENE CORP
GM02960|C|FL DEPT OF ENV PROTECT MARINE RES INST
GM02961|C|FL DEPT OF ENV PROT INVASIVE PLANT MGMT
GM02962|C|FL DEPT OF ENV PROT NAT CULTURAL RES
GM02963|C|US DEPT OF COMMERCE
GM02964|C|FL DEPT OF STATE
GM02965|C|FL DEPT OF STATE DIV OF CULTURAL AFFAIRS
GM02966|C|FL DEPT OF STATE HISTORICAL RESOURCES
GM02967|C|FL DEPT OF STATE DIV OF LIBRY INFO SERV
GM02968|C|FL DEPT OF TRANSPORTATION
GM02969|C|FL DEPT OF TRANSPORTATION MAT OFFICE
GM0297|C|MFM INDUSTRIES INC
GM02970|C|FL DEPT OF TRANSPORTATION SAFETY OFFICE
GM02971|C|FL DEPT OF TRANSPORTATION RESEARCH CTR
GM02972|C|FL DEPT OF CORRECTIONS
GM02973|C|FL DEPT OF CITRUS
GM02974|C|FL DEPT OF CITRUS FL CITRUS COMMISSION
GM02975|C|FL FISH & WILDLIFE CONSRV COMMISSION
GM02976|C|FL FISH AND WILDLIFE COM ENV EDU
GM02977|C|FL FISH AND WILDLIFE RESEARCH LAB
GM02978|C|FL FISH AND WILDLIFE COM MARINE RES INS
GM02979|C|FL PUBLIC SERVICE COMMISSION
GM0298|C|MICROELEC CTR OF NORTH CAROLINA
GM02980|C|FL DEPT OF ELDER AFFAIRS
GM02981|C|FL DEPT OF INSURANCE
GM02982|C|FL EXEC OFFICE OF THE GOVERNOR
GM02983|C|FL EXEC OFFICE GOV EMERGING TECH COM
GM02984|C|FL EXEC OFFICE GOVERNOR TOURISM
GM02985|C|AGCY FOR HLTH CARE ADMN
GM02986|C|AGCY HLTH CARE ADMN OFC HLTH POLICY
GM02987|C|FL DEPT OF LABOR AND EMPLOYMENT SECURITY
GM02988|C|FL DEPT OF LABOR AND EMP DIV OF JOB BENE
GM02989|C|DEPT OF NATURAL RESOURCES
GM0299|C|MILES INC
GM02990|C|FL DEPT OF LEGAL AFFAIRS
GM02991|C|FL DEPT OF LEGAL AFFAIRS OFF OF ATTY GEN
GM02992|C|FL DEPT OF MANAGEMENT SERVICES
GM02993|C|FL DEPT OF MILITARY AFFAIRS
GM02994|C|FL DEPT OF VETERANS AFFAIRS
GM02995|C|FL BOARD OF REGENTS
GM02996|C|FL INST OF PHOSPHATE RESEARCH
GM02997|C|FL LEGISLATURE
GM02998|C|FL JOINT LEGISLATIVE MGMT COM
GM02999|C|DEPT OF LAW ENFORCEMENT
GM03|C|3M COMPANY PHARMACEUTICALS
GM030|C|AMER HOME PRODS IMMUNEX CORPORATION
GM0300|C|MISSION RESEARCH CORP
GM03000|C|FL TECHNOLOGY R AND D AUTHORITY
GM03001|C|DEPT OF JUVENILE JUSTICE
GM03002|C|FL INST OF GOVERNMENT
GM03003|C|FL DEPT OF CHILDREN AND FAMILIES
GM03004|C|FL DEPT OF HLTH
GM03005|C|FL DEPT OF HLTH CHILDRENS MED SERVS
GM03006|C|FL DEPT OF HLTH EMERGENCY OPERATIONS
GM03007|C|FL DEPT OF HLTH BIOMED RES PGM/J&E KING
GM03008|C|FL DEPT OF HLTH OFF TOBACCO CONTROL
GM03009|C|FL DEPT OF HLTH ALACHUA CNTY HLTH DEPT
GM0301|C|MOBIL CORP
GM03010|C|JUVENILE JUSTICE ADVISORY BRD
GM03011|C|FL A&M UNIV
GM03012|C|FL ATLANTIC UNIV
GM03013|C|FLORIDA INTERNATIONAL UNIV
GM03014|C|FL STATE UNIV
GM03015|C|FL STATE UNIV BEACHES AND SHORES CTR
GM03016|C|FL STATE UNIV NAT HGH MAGNETIC FIELD LAB
GM03017|C|FL STATE UNIV ASSO FOR INST RES
GM03018|C|UNIV OF CENTRAL FLORIDA
GM03019|C|UNIV OF CENTRAL FL SOLAR ENERGY CTR
GM0302|C|MOBIL CORP CHEMICAL COMPANY
GM03020|C|UNIV OF CENTRAL FLORIDA FL SPACE GRANT
GM03021|C|UNIV OF FLORIDA
GM03022|C|UF COLLEGE OF MEDICINE
GM03023|C|UF FINANCIAL AID COMMITTEE
GM03024|C|UF P K YONGE
GM03025|C|UF IFAS
GM03026|C|UF COLLEGE OF JOURNALISM
GM03027|C|UF STUDENT HLTH CARE CTR
GM03028|C|UF SHANDS CANCER CTR
GM03029|C|UF COLLEGE OF DENTISTRY SEED PROGRAM
GM0303|C|MONSANTO COMPANY
GM03030|C|UNIV OF NORTH FLORIDA
GM03031|C|UNIV OF SOUTH FLORIDA
GM03032|C|USF FL INST OF OCEANOGRAPHY
GM03033|C|UNIVERSITY OF WEST FLORIDA
GM03034|C|FLORIDA GULF COAST UNIVERSITY
GM03035|C|MULTIPLE STATE AGENCIES
GM03036|C|UF DIV OF SPONSORED RESEARCH
GM03037|C|UF DIV OF SPONSORED RES DSR B PROGRAM
GM03038|C|UF DIV OF SPONSORED RES OPPORTUNITY FUND
GM03039|C|UF DSR GATORADE TRUST FUND
GM0304|C|MONSANTO COMPANY NEW TECHNOLOGIES GRP
GM03040|C|UF DIV OF SPONSORED RES MAIC
GM03041|C|UF DIV OF SPONSORED RES RDA PROGRAM
GM03042|C|UF DIV OF SPONSORED RES CONTINGENCY FUND
GM03043|C|UF DIV OF SPONSORED RES DSR D PROGRAM
GM03044|C|UF DSR SPECIAL BOARD ALLOCATION
GM03045|C|UF DSR COLLEGE INCENTIVE FUND
GM03046|C|UF DSR NEW RESEARCH CONTINGENCY FUND
GM03047|C|UF DSR OPPORTUNITY FUND
GM03048|C|UF DSR SCHOLARSHIP ENHANCEMENT FUND
GM03049|C|UF COLL OF DENTISTRY SEED GRNT PRO DSR
GM0305|C|MONSANTO COMPANY PROTIVA
GM03050|C|AL A&M UNIVERSITY
GM03051|C|ALBERT EINSTEIN COL OF MED
GM03052|C|AUBURN UNIV
GM03053|C|BAYLOR UNIV
GM03054|C|BAYLOR UNIV MEDICAL CTR
GM03055|C|BAYLOR UNIV COLLEGE OF MEDICINE
GM03056|C|BOSTON UNIV
GM03057|C|CA INST OF TECHNOLOGY
GM03058|C|CA INST OF TECH JET PROPULSION LAB
GM03059|C|CASE WESTERN RESERVE UNIV
GM0306|C|MONSANTO COMPANY NATUREMARK
GM03060|C|CLEMSON UNIV
GM03061|C|COLORADO STATE UNIV
GM03062|C|COLUMBIA UNIVERSITY
GM03063|C|CORNELL UNIV
GM03064|C|DUKE UNIV
GM03065|C|DUKE UNIV MEDICAL CTR
GM03066|C|DUKE UNIV CLINICAL RES INST
GM03067|C|EAST CAROLINA UNIV
GM03068|C|EMBRY-RIDDLE AERONAUTICAL UNIV
GM03069|C|EMORY UNIV
GM0307|C|MONTEFIORE MEDICAL CTR
GM03070|C|FL INST OF TECHNOLOGY
GM03071|C|GEORGE WASHINGTON UNIV
GM03072|C|GEORGETOWN UNIV
GM03073|C|GEORGIA INST OF TECH
GM03074|C|HARVARD UNIV
GM03075|C|INDIANA UNIV
GM03076|C|IOWA STATE UNIV
GM03077|C|IOWA STATE UNIV AMES LABORATORY
GM03078|C|JOHNS HOPKINS UNIV
GM03079|C|LOUISIANA STATE UNIV
GM0308|C|MOTOROLA INC
GM03080|C|MA INST OF TECH
GM03081|C|MA INST OF TECH MUSEUM LOAN NETWORK
GM03082|C|GEORGIA HLTH SCIENCES UNIV
GM03083|C|MICHIGAN STATE UNIV
GM03084|C|MISSISSIPPI STATE UNIV
GM03085|C|MS STATE UNIV S REG AQUACLTR CTR
GM03086|C|MS STATE UNIV S RURAL DEV CTR
GM03087|C|MONTANA STATE UNIV
GM03088|C|NEW MEXICO STATE UNIVERSITY
GM03089|C|NEW YORK MEDICAL COLLEGE
GM0309|C|DOW CORNING INC
GM03090|C|NEW YORK UNIV
GM03091|C|NORTH CAROLINA A&T UNIV
GM03092|C|NORTH CAROLINA STATE UNIV
GM03093|C|N C STATE UNIV CTR INTEGRATED PEST MGMT
GM03094|C|NORTHEASTERN UNIV
GM03095|C|NORTHERN ILLINOIS UNIV
GM03096|C|NORTHWESTERN UNIV
GM03097|C|NOVA SOUTHEASTERN UNIV
GM03098|C|OHIO STATE UNIV
GM03099|C|OKLAHOMA STATE UNIV
GM031|C|AMER HOME PRODS AMER CYANAMID CO
GM0310|C|NANOPTICS INC
GM03100|C|OREGON STATE UNIV
GM03101|C|PENNSYLVANIA STATE UNIV
GM03102|C|PRINCETON UNIV
GM03103|C|PURDUE UNIV
GM03104|C|PRUDUE UNIV VET MED DATA PROGRAM
GM03105|C|PURDUE UNIV EPICS PROGRAM
GM03106|C|RICE UNIV
GM03107|C|RUTGERS STATE UNIV
GM03108|C|RUTGERS STATE UNIV IR-4 BIOPEST RES PGM
GM03109|C|SAN DIEGO STATE UNIV
GM0311|C|NATHAN ASSOCIATES|C| ROBERT R
GM03110|C|SOUTHERN ILLINOIS UNIV
GM03111|C|SOU ILLINOIS UNIV JOURNAL VOC BEHAVIOR
GM03112|C|STANFORD UNIV
GM03113|C|STATE UNIV OF NEW YORK
GM03114|C|STATE UNIV OF NEW YORK BUFFALO
GM03115|C|STATE UNIV OF NEW YORK STONY BROOK
GM03116|C|STATE UNIV OF NEW YORK ALBANY
GM03117|C|SYRACUSE UNIVERSITY
GM03118|C|TEMPLE UNIVERSITY
GM03119|C|TEXAS A&M UNIV
GM0312|C|NATIVE PLANT INC
GM03120|C|TEXAS A&M UNIV ENGINEERING EXP STA
GM03121|C|TEXAS A&M UNIV AG EXP STATION
GM03122|C|TULANE UNIV
GM03123|C|UNIV OF MED AND DENTISTRY OF NEW JERSEY
GM03124|C|ROBERT WOOD JOHNSON MEDICAL SCHOOL
GM03125|C|UNIV OF ALABAMA
GM03126|C|UNIV OF ALABAMA BIRMINGHAM
GM03127|C|UNIV OF ARIZONA
GM03128|C|UNIV OF ARKANSAS
GM03129|C|UNIV OF CALIFORNIA
GM0313|C|NATURAL ENERGY
GM03130|C|UNIV OF CALIFORNIA DAVIS
GM03131|C|UNIV OF CALIFORNIA LIVERMORE LAB
GM03132|C|UNIV OF CALIFORNIA LOS ALAMOS NATL
GM03133|C|UNIV OF CALIFORNIA LOS ANGELES
GM03134|C|UNIV OF CALIFORNIA RIVERSIDE
GM03135|C|UNIV OF CALIFORNIA SAN FRANCISCO
GM03136|C|UNIV OF CALIFORNIA BERKELEY
GM03137|C|UNIV OF CALIFORNIA SANTA BARBARA
GM03138|C|UNIV OF CALIFORNIA SAN DIEGO
GM03139|C|UNIV OF CALIFORNIA IRVINE
GM0314|C|NEOPROBE CORP
GM03140|C|UNIV OF CHICAGO
GM03141|C|UNIV OF CHICAGO ARGONNE NATL LAB
GM03142|C|UNIV OF CHICAGO PRESS
GM03143|C|UNIV OF CHICAGO ARGONNE WEST
GM03144|C|UNIV OF CINCINNATI
GM03145|C|UNIV OF COLORADO
GM03146|C|UNIV OF DELAWARE
GM03147|C|UNIV OF GEORGIA
GM03148|C|UNIV OF GEORGIA AG EXP STA
GM03149|C|UNIV OF GEORGIA SARE/ACE
GM0315|C|NESTLE ENTERPRISES NESTEC
GM03150|C|UNIV OF HAWAII
GM03151|C|UNIV OF HAWAII RESEARCH CORPORATION
GM03152|C|UNIV OF HAWAII MANOA
GM03153|C|UNIV OF HOUSTON
GM03154|C|UNIV OF IDAHO
GM03155|C|UNIV OF ILLINOIS
GM03156|C|UNIV OF IOWA
GM03157|C|UNIV OF KANSAS
GM03158|C|UNIV OF KANSAS MEDICAL CTR
GM03159|C|UNIV OF KENTUCKY
GM0316|C|NEURODIMENSION
GM03160|C|UNIV OF KENTUCKY SOU REG IPM
GM03161|C|UNIV OF LOUISVILLE
GM03162|C|UNIV OF MAINE
GM03163|C|UNIV OF MARYLAND
GM03164|C|UNIV OF MASSACHUSETTS
GM03165|C|UNIV OF MIAMI
GM03166|C|UNIV OF MICHIGAN
GM03167|C|UNIV OF MINNESOTA
GM03168|C|UNIV OF MISSOURI
GM03169|C|UNIV OF MONTANA
GM0317|C|NIDEK TECHNOLOGIES
GM03170|C|UNIV OF NEBRASKA
GM03171|C|UNIV OF NEW HAMPSHIRE
GM03172|C|UNIV OF NEW MEXICO
GM03173|C|UNIV OF NEW ORLEANS
GM03174|C|UNIV OF NORTH CAROLINA
GM03175|C|UNIV OF NORTH CAROLINA CHARLOTTE
GM03176|C|UNIV OF NOTRE DAME
GM03177|C|UNIV OF NOTRE DAME GEM PROGRAM
GM03178|C|UNIV OF OKLAHOMA
GM03179|C|UNIV OF PENNSYLVANIA
GM0318|C|NOR-AMER CHEMICAL COMPANY
GM03180|C|UNIV OF PITTSBURGH
GM03181|C|UNIV OF PUERTO RICO
GM03182|C|UNIV OF RHODE ISLAND
GM03183|C|UNIV OF ROCHESTER
GM03184|C|UNIV OF SOUTHERN MISSISSIPPI
GM03185|C|UNIV OF SOUTH CAROLINA
GM03186|C|UNIV OF SOUTHERN CALIFORNIA
GM03187|C|UNIV OF TENNESSEE
GM03188|C|UNIV OF TENNESSEE SE TRANSPORTATION CTR
GM03189|C|UNIV OF TEXAS
GM0319|C|NORTHROP GRUMMAN CORPORATION
GM03190|C|UNIV OF TEXAS ARLINGTON
GM03191|C|UNIV OF TEXAS HLTH SCI CTR SAN ANTONIO
GM03192|C|UNIV OF TEXAS SW MEDICAL SCHOOL
GM03193|C|UNIV OF TEXAS AUSTIN
GM03194|C|UNIV OF TEXAS DALLAS
GM03195|C|UNIV OF UTAH
GM03196|C|ARIZONA STATE UNIVERSITY
GM03197|C|UNIV OF VERMONT
GM03198|C|UNIV OF VIRGIN ISLANDS
GM03199|C|UNIV OF VIRGINIA
GM032|C|AMER HOME PRODS FORT DODGE ANIMAL HLTH
GM0320|C|NOVAMETRIX MEDICAL SYSTEMS
GM03200|C|UNIV OF WASHINGTON
GM03201|C|UNIV OF WISCONSIN
GM03202|C|UNIV OF WISCONSIN MADISON
GM03203|C|VA COMMONWEALTH UNIV
GM03204|C|VIRGINIA POLYTECHNIC INST
GM03205|C|VANDERBILT UNIV
GM03206|C|BROWN UNIV
GM03207|C|WAKE FOREST UNIV
GM03208|C|WASHINGTON STATE UNIV
GM03209|C|WASHINGTON UNIV
GM0321|C|NOVEN PHARMACEUTICALS
GM03210|C|WAYNE STATE UNIV
GM03211|C|WEST VIRGINIA UNIV
GM03212|C|WEST VIRGINIA UNIV RES CORP
GM03213|C|WILLIAM AND MARY
GM03214|C|YALE UNIV
GM03215|C|YOUNGSTOWN STATE UNIVERSITY
GM03216|C|VIRGINIA STATE UNIV
GM03217|C|UNIV OF NORTH TEXAS
GM03218|C|UNIV OF NORTH TEXAS HLTH SCIENCE CTR
GM03219|C|UTAH STATE UNIVERSITY
GM0322|C|NOVO NORDISK PHARMACEUTICALS
GM03220|C|UNIV OF MISSISSIPPI
GM03221|C|UNIV OF ALASKA
GM03222|C|DARTMOUTH COLLEGE
GM03223|C|RENSSELAER POLYTECHNIC INST
GM03224|C|LAKEHEAD UNIVERSITY
GM03225|C|TUSKEGEE UNIV
GM03226|C|COLLEGE OF CHARLESTON
GM03227|C|UNIV OF OREGON
GM03228|C|QUEENS UNIVERSITY
GM03229|C|ILLINOIS INST OF TECHNOLOGY
GM0323|C|NSA POLYMERS INC
GM03230|C|OLD DOMINION UNIV
GM03231|C|MEDICAL UNIV OF SOUTH CAROLINA
GM03232|C|LEHIGH UNIV
GM03233|C|UNIV OF NEVADA
GM03234|C|GEORGIA STATE UNIV
GM03235|C|COLORADO COLLEGE
GM03236|C|UNIV OF ST THOMAS
GM03237|C|FORT VALLEY STATE UNIV
GM03238|C|UNIV OF BUFFALO
GM03239|C|AMER UNIV
GM0324|C|NTT AMERICA INC
GM03240|C|SOUTH DAKOTA STATE UNIV
GM03241|C|THOMAS JEFFERSON UNIV
GM03242|C|TEXAS TECH UNIV
GM03243|C|EASTERN IOWA COMMUNITY COLLEGE
GM03244|C|NEW JERSEY INST OF TECHNOLOGY
GM03245|C|UNIV OF WYOMING
GM03246|C|SAN FRANCISCO STATE UNIV
GM03247|C|GRAND VALLEY STATE UNIV
GM03248|C|FORDHAM UNIV
GM03249|C|MEDICAL COLLEGE OF VA
GM0325|C|NUTRASWEET COMPANY
GM03250|C|OHIO UNIV
GM03251|C|SOUTH CAROLINA STATE UNIV
GM03252|C|OREGON HLTH SCIENCES UNIV
GM03253|C|UNIV OF TOLEDO
GM03254|C|SIMMONS COLLEGE
GM03255|C|UNIV OF MEMPHIS
GM03256|C|ECKERD COLLEGE
GM03257|C|UNIV OF CONNECTICUT
GM03258|C|KENNESAW STATE UNIV
GM03259|C|CARNEGIE MELLON UNIV
GM0326|C|NZYM INC
GM03260|C|SAN JOSE STATE UNIV
GM03261|C|STEVENS INST OF TECH
GM03262|C|FLAGLER COLLEGE ST AUGUSTINE FOU
GM03263|C|MIDDLE TENNESSEE STATE UNIV
GM03264|C|UNIV OF TAMPA
GM03265|C|UNIV OF GUAM
GM03266|C|MULTIPLE UNIV
GM03267|C|MULTIPLE UNIV FL CAMPUS COMPACT
GM03268|C|BROWER|C| LINCOLN P
GM03269|C|CARGILE|C| JANA
GM0327|C|OCCIDENTAL CHEMICAL CORP
GM03270|C|GRAHAM|C| JAMES H
GM03271|C|KIRK|C| CHARLES M
GM03272|C|LEYTON|C| PAUL E
GM03273|C|MILLER|C| STEVE
GM03274|C|MORTIMER|C| J
GM03275|C|PIOTROWSKI|C| G
GM03276|C|POPE|C| THERESA
GM03277|C|RICHINS|C| RICHARD D
GM03278|C|CHAPMAN|C| C
GM03279|C|VANDEVELDE|C| ALEX
GM0328|C|ORGANON INC
GM03280|C|VANDEVELDE|C| ISKE
GM03281|C|YAP|C| DR. PERRY
GM03282|C|DPL FUND
GM03283|C|WILD|C| KEN
GM03284|C|VIGINISA RIVERA CALDERON
GM03285|C|PAPATHANASIOU|C| A
GM03286|C|DANESE|C| CAROLYN
GM03287|C|TOOP|C| MARIE-THERESE
GM03288|C|WALKER|C| CLAY B
GM03289|C|GOLANT|C| STEPHEN M
GM0329|C|ORTHO PHARM CORP JOHNSON PHARM RES INST
GM03290|C|O'CONNELL|C| STEPHEN C
GM03291|C|DRAPER|C| LONNIE
GM03292|C|BARD (US ISRAEL AG R&D FUND)
GM03293|C|NATO
GM03294|C|UNITED NATIONS
GM03295|C|UNITED NATIONS EDU|C| SCI AND CULTURE ORG
GM03296|C|UNITED NATIONS FOOD AND AG ORG
GM03297|C|WORLD BANK
GM03298|C|WORLD BANK INTL BANK FOR RECON AND DEVEL
GM03299|C|WORLD HLTH ORGANIZATION
GM033|C|AMER HOME PRODS WYETH LEDERLE
GM0330|C|ORTHO PHARMACEUTICAL CORP BIOTECH
GM03300|C|INTL FOOD POLICY RES INST
GM03301|C|US ISRAEL BINATIONAL SCI FOU
GM03302|C|US - EGYPT JOINT BOARD
GM03303|C|LYKES DEVELOPMENT CORPORATION
GM03304|C|LUDWIG-MAXIMILIANS UNIVERSITY
GM03305|C|INST OF GEOLOGY SWISS FED INST OF TECH
GM03306|C|CENTRO FED DE EDU TECHNOLOGICA
GM03307|C|UNITED WAY OF NORTH CENTRAL FLORIDA
GM03308|C|CORNER DRUG STORE
GM03309|C|SPONSOR PENDING
GM0331|C|OTSUKA AMERICA PHARMACEUTICAL
GM03310|C|ESCAMBIA CNTY|C| FL
GM03311|C|NANOMEDEX INC
GM03312|C|NATL ASSO OF REG UTIL COMM
GM03313|C|UCB PHARMA INC
GM03314|C|TEVA PHARMACEUTICALS USA
GM03315|C|DIAMOND V MILLS INC
GM03316|C|AMER COL OF SURGEONS
GM03317|C|NANOGEN
GM03318|C|WEST NEW YORK INDEP LIVING PROJ
GM03319|C|UNIV OF BRISTOL
GM0332|C|VIVUS INC
GM03320|C|INST FOR TECH DEV INC
GM03321|C|SPECTRAL VISIONS
GM03322|C|MOHAWK
GM03323|C|ASSO OF REPTILIAN AND AMPHIBIAN VETS
GM03324|C|RIGSHOSPITAL
GM03325|C|KINETIC CERAMICS INC
GM03326|C|SAINT ROSE MIAMI
GM03327|C|TAITECH INC
GM03328|C|CELLZDIRECT INC
GM03329|C|THE BIOMOTION FOU
GM0333|C|PAREXEL INTERNATIONAL CORP
GM03330|C|VAN WAGENEN AND BEAVERS INC
GM03331|C|SOCIAL SCIENCE RESEARCH CNCL
GM03332|C|US SECURITIES AND EXCHANGE COM
GM03333|C|BIOHEART INC
GM03334|C|DURABLE WOOD PRO USA
GM03335|C|EOIR TECHNOLOGIES INC
GM03336|C|AGILENT TECHNOLOGIES
GM03337|C|NUTRICHEM INC
GM03338|C|C&G USE ONLY - NSF CONTROL ACCOUNT
GM03339|C|C&G USE ONLY - NIH CONTROL ACCOUNT
GM0334|C|PARISIAN
GM03340|C|CLIFFORD CHANCE US LLP
GM03341|C|SW FLORIDA VEGETABLE RES INVESTMENT FUND
GM03342|C|BIOLOGICAL CONSULTING SERVICES OF NOR FL
GM03343|C|HAIFA NUTRITECH
GM03344|C|MCMANUS|C| PETER F CHARITABLE TRUST
GM03345|C|HEIFER INTERNATIONAL
GM03346|C|AXOGEN CORP
GM03347|C|VIALACTIA BIOSCIENCES (NZ)
GM03348|C|HARDWOOD FORESTRY FUND
GM03349|C|DIALYSIS CLINIC
GM0335|C|PAUL ECKE POINSETTIAS INC
GM03350|C|CHILTERN INTL
GM03351|C|CONVATEC
GM03352|C|US TRADE AND DEVELOPMENT AGCY
GM03353|C|SALIX PHARMACEUTICALS
GM03354|C|HOMELAND FOU
GM03355|C|FOU FOR PRESERVING FLORIDA'S FUTURE
GM03356|C|BANYAN BIOMARKERS INC
GM03357|C|ASPEN MEDICAL PRODUCTS|C| INC.
GM03358|C|ROYAL CANIN USA|C| INC
GM03359|C|MALCOLM PIRNIE INC
GM0336|C|PCR
GM03360|C|AO NORTH AMERICA
GM03361|C|ELECTRICAL CONTRACTING FOU
GM03362|C|NATL INST OF HLTH - IFAS LOC
GM03363|C|NATL INST OF HLTH - EIES LOC
GM03364|C|US DEPT OF AG SMITH LEVER
GM03365|C|US DEPT OF AG FOREST SERVICE
GM03366|C|GOLDMAN PHILANTHROPIC PARTNERSHIPS
GM03367|C|PIZZA HEAT CORPORATION
GM03368|C|CANCER RES AND PREVENTION FOU
GM03369|C|MAP PHARMACEUTICALS
GM0337|C|PEPGEN CORP
GM03370|C|INTL PLANT GENETICS AND TECHNOLOGIES
GM03371|C|SCLERODERMA FOU
GM03372|C|ABERNETHY|C| JOHN
GM03373|C|AETERNA ZENTARIS INC
GM03374|C|NANOBAC LIFESCIENCES
GM03375|C|CITY OF TAMPA HOUSING AUTHORITY
GM03376|C|SAN DIEGO CNTY ORCHID SOC
GM03377|C|MYOCOR
GM03378|C|SEPULVEDA RESEARCH CORP
GM03379|C|UNIV OF THE WEST INDIES
GM0338|C|PEPPER RESEARCH INC
GM03380|C|GLOUCESTER PHARMACEUTICALS INC
GM03381|C|VOLVO RESEARCH AND EDUCATION FOU
GM03382|C|KING PHARMACEUTICALS
GM03383|C|SANFORD-BURNHAM MEDICAL RES INST
GM03384|C|CHARLOTTE GEYER FOU
GM03385|C|GLOBAL PERSERVATIVES
GM03386|C|INTERNATIONAL START SECRETARIAT
GM03387|C|MARISLA FOU
GM03388|C|HUMAN FRONTIER SCI PROGRAM ORG
GM03389|C|VOLUNTEER FLORIDA
GM0339|C|PEPSICO INC
GM03390|C|CORP FOR NATL AND COMMUNITY SERVICE
GM03391|C|BIONOL CORPORATION
GM03392|C|SPECIALTY MINERALS
GM03393|C|ALTUS PHARMACEUTICALS
GM03394|C|VICURON PHARMACEUTICALS
GM03395|C|CITY OF GAINESVILLE HOUSING AUTHORITY
GM03396|C|INTL SOC OF PSYCHIATRY-MENTAL HLTH NURS
GM03397|C|ASIA PACIFIC NETWORK
GM03398|C|TANIMURA & ANTLE
GM03399|C|ANXIETY DISORDERS ASSO OF AMERICA
GM034|C|AMER HOME PRODS WYETH AYERST RESEARCH
GM0340|C|PEPTECH INC
GM03400|C|THE INST FOR NEURODEGENERATIVE DISORDERS
GM03401|C|TRIAD RESEARCH CORP
GM03402|C|FRESH EXPRESS INC
